1,1,0,0.6130528169894189,0.8781115550092194
1,1,1,0.36868271606470004,0.893861401352182
1,1,2,0.3526346942692647,0.8956284572833436
0,1,0,0.48636763419019496,0.8784956976029502
0,1,1,0.4693642395543371,0.8604025814382299
0,1,2,0.411538236868953,0.8750768285187461
1,2,0,0.35475644386242805,0.9293177627535341
1,2,1,0.30461929867229554,0.9159111862323295
1,2,2,0.28097789152797265,0.9192148125384143
0,2,0,0.385906926128434,0.9069222495390289
0,2,1,0.5721037267617419,0.8413106945298094
0,2,2,0.4201221291408556,0.8744237861094039
1,3,0,0.4491193076847098,0.9023893669330055
1,3,1,0.297507437863619,0.9129917025199754
1,3,2,0.29539859381898753,0.9126843884449908
0,3,0,0.5019632601814565,0.902120467117394
0,3,1,0.431795394398414,0.8864858635525507
0,3,2,0.4169858370866963,0.8784188690842041
1,4,0,0.4156941580145374,0.9156038721573448
1,4,1,0.27027415373742114,0.9277427781192379
1,4,2,0.30661419943117,0.9167178856791641
0,4,0,0.5711802981688556,0.8382375537799631
0,4,1,12.1933984961624,0.18773048555623847
0,4,2,10.354923771141348,0.18799938537185004
1,5,0,0.3723486194967509,0.9260525507068224
1,5,1,0.28063976657121786,0.9250537799631223
1,5,2,0.25715849933242535,0.9291641057160418
0,5,0,0.5562564611059144,0.8826444376152428
0,5,1,0.41357718700784607,0.8818761524277812
0,5,2,0.3966226253267,0.8816840811309158
