val_loss,val_acc,loss,acc,lr
0.6277157708125158,0.7983438125005117,1.3860344507009328,0.561647503023055,0.0010000000474974513
0.42702558609274005,0.8665938839995727,0.6265073464127037,0.8169632419736091,0.0010000000474974513
0.37002366293343414,0.8890709107670015,0.42238150060984747,0.882823722556159,0.0010000000474974513
0.40472276084513537,0.8794249059212567,0.3925976137763078,0.8961157345960172,0.0010000000474974513
0.377253641674002,0.8909819035819082,0.442866655838733,0.8797670444396448,0.0010000000474974513
0.32657783873164303,0.903994932758525,0.335253229974068,0.9162384411740672,0.0010000000474974513
0.34589701102562953,0.8996269177323054,0.29837919157561965,0.9312113660360434,0.0010000000474974513
0.3248515911885091,0.9036309274640831,0.30500189495859215,0.9295411674682187,0.0010000000474974513
0.30976322810462636,0.911638941433098,0.2726981834105865,0.9421212056707191,0.0010000000474974513
0.3397954348106924,0.9049049242144449,0.2597650854084398,0.9484433462949272,0.0010000000474974513
0.35297905146365105,0.9030849271675878,0.2545444570145631,0.9509004674522767,0.0010000000474974513
0.2918233014056719,0.9180089534169734,0.24709230337689764,0.9542141046397132,0.0010000000474974513
0.2941084246676009,0.9141869460422312,0.24038136187067446,0.9576133898619331,0.0010000000474974513
0.33515964766978046,0.9042679304876561,0.23629901024602148,0.9597814413062081,0.0010000000474974513
0.28959208258246905,0.915460942602752,0.2287694529379829,0.9630522522506988,0.0010000000474974513
0.42339195615221864,0.8849759065743649,0.2237376459138324,0.9660179266787753,0.0010000000474974513
0.8876791363342171,0.8262808308804022,0.8050660155527697,0.785234800390364,0.0010000000474974513
0.9716988158774925,0.7342797361781441,0.7500282650956765,0.792525863561821,0.0010000000474974513
0.4165340130312209,0.8722358929393875,0.6432252231163631,0.8257264381917558,0.0010000000474974513
0.3304202186230349,0.9009009332769247,0.5088198419181477,0.8579045515806194,0.0010000000474974513
0.3118353657406144,0.908635941131261,0.3845180724854669,0.8966992350050256,0.0010000000474974513
0.2975823753919774,0.9129129447085657,0.33163260436484204,0.9168380018262158,0.0010000000474974513
0.8235315144284427,0.8022568190550172,0.30045338997727083,0.9289683707067843,0.0010000000474974513
0.3841914877204642,0.8867959182227056,0.45989336711965084,0.8761429229511882,0.00010000000474974513
0.3472173475179933,0.8976249251681123,0.38718392930792317,0.9016348914475628,0.00010000000474974513
0.3287169216235457,0.9038129275647229,0.35303449710410545,0.9136849608730906,0.00010000000474974513
0.3150979157346364,0.9102739367214713,0.3319609259580668,0.9208903784034712,0.00010000000474974513
