val_loss,val_acc,loss,acc,lr
1.5499939362208048,0.46666666070620216,1.774902379512787,0.3875999995890786,0.0010000000474974513
1.171105722586314,0.5765333354473114,1.3277314324004978,0.5312941149753683,0.0010000000474974513
1.1162221034367878,0.6014666577180227,1.1011429141549502,0.611780386578803,0.0010000000474974513
1.4584204832712808,0.5177333364884059,1.1097089811867358,0.6190117608682782,0.0010000000474974513
5.660017363230387,0.10973333915074666,0.9686946070661732,0.6666745093523287,0.0010000000474974513
2.17893967628479,0.32960000038146975,1.1659118706104803,0.6080235277905184,0.0010000000474974513
1.6259981354077657,0.46826667090257007,1.4086851629556394,0.5201411725843654,0.0010000000474974513
2.3495019833246866,0.3258666614691416,1.2212030381548638,0.5843999955584022,0.0010000000474974513
1.9794249256451926,0.40453333059946694,1.0502181367546903,0.6387450919431799,0.0010000000474974513
1.0660650948683421,0.6358666519323984,0.9381064774943333,0.6795294106006622,0.0010000000474974513
1.3663686831792197,0.5571999947230021,0.837707753274955,0.7201960864020329,0.0010000000474974513
0.8297503292560577,0.7240000029404958,0.7185850041754106,0.7600784412786072,0.0010000000474974513
1.2354825099309286,0.5608000020186107,1.41043888797947,0.5034039207533294,0.0010000000474974513
1.592476522922516,0.4674666633208593,1.2973160024951487,0.5590352897842725,0.0010000000474974513
2.0712116360664368,0.3392000049352646,1.3261810428955976,0.5466509785722283,0.0010000000474974513
1.0517578363418578,0.6314666708310445,1.2623580733935038,0.5650588219656664,0.0010000000474974513
0.9194163719813029,0.6821333348751069,1.0195663689398298,0.6506352887434118,0.0010000000474974513
1.6544309496879577,0.4649333228667577,0.9754199409017376,0.6695999981141558,0.0010000000474974513
1.5388285040855407,0.5785333355267842,1.1130658101801778,0.624494114985653,0.0010000000474974513
0.863044528166453,0.7037333408991496,0.8766375493769553,0.6982980420776442,0.0010000000474974513
2.311617072423299,0.3058666676282883,1.0677478410449683,0.6394274459750044,0.0010000000474974513
1.5314241170883178,0.45079999963442485,1.2432195181940116,0.572627447866926,0.0010000000474974513
4.3271616776784265,0.28066666622956593,1.3854805353809805,0.5220235272949817,0.0010000000474974513
1.370012144247691,0.5209333340326945,1.4448606264357473,0.4923843115568161,0.00010000000474974513
1.3187793731689452,0.5522666563590367,1.357626454736672,0.5231921546599444,0.00010000000474974513
1.2570376753807069,0.5704000016053518,1.3044031944929384,0.5453098007276946,0.00010000000474974513
1.2178351163864136,0.5883999943733216,1.2542983330932318,0.5635999981094809,0.00010000000474974513
1.1613781849543254,0.6017333328723907,1.2146033677400327,0.5787450938832526,0.00010000000474974513
1.1587113817532857,0.6046666661898296,1.1941014667352041,0.5855450921198901,0.00010000000474974513
1.174891730149587,0.6122666637102763,1.184429578337015,0.5915686221099368,0.00010000000474974513
1.3580272754033407,0.5781333347161611,1.1619897871625189,0.6001411705040465,0.00010000000474974513
1.1166380365689597,0.621999994913737,1.1536124716786778,0.6027529363538705,0.00010000000474974513
1.0869032243887584,0.6271999895572662,1.1216120617062437,0.613482345085518,0.00010000000474974513
