accuracy,sample_size,time
0.3557,1000,5.637074947357178
0.3835,2000,11.423495054244995
0.4202,5000,36.89092206954956
0.4465,10000,101.03145384788513
0.4819,25000,440.23133158683777
0.5068,50000,1433.5664336681366
